Title	Alternative Title	Year	Director	ASL	Country	Scope	Cinematographer	Editor	Studio
Rich Man's Wife, The 		1996	Jones, Amy Holden 	5.9	USA 		Wexler, Haskell 		HOL
Richest Girl in the World, The 		1934	Seiter, William A. 	17.6	USA 		Musuraca, Nick 	Crone, George 	RKO
Richie Rich 		1994	Petrie, Donald 	3.62	USA 		Burgess, Don 	Campbell, Malcolm 	
Riddle of the Sands, The 		1978	Maylam, Tony 	7.24	BRI 	s 	Challis, Chris 	Hollywood, Peter 	
Ride 		1998	Shelton, Millicent 	3.93	USA 		Byers, Frank 	Watson, Earl 	DIM
Ride a Crooked Trail 		1958	Hibbs, Jesse 	7.9	USA 	s 	Lipstein, Harold 	Curtiss, Edward 	UNI
Ride Lonesome 		1959	Boetticher, Bud 	7.8	USA 	s 	Lawton Jr., Charles 	Thoms, Jerome 	COL
Ride the High Country 		1962	Peckinpah, Sam 	5.95	USA 	s 	Ballard, Lucien 	Santillo, Frank 	MGM
Ride to Hangman's Tree 		1967	Rafkin, Alan 	7.2	USA 		Polito, Gene 	Palmer, Gene 	UNI
Ride With the Devil 		1999	Lee, Ang 	5	USA 	s 	Elmes, Frederick 	Squyres, Tim 	UNI
Riders in the Sky 		1949	English, John 	5.9	USA 				
Riders of the Rockies 		1937	Bradbury, R.N. 	8.64	USA 		Peterson, Gus 	Bain, Frederick 	
Ridicule 		1996	Leconte, Patrice 	5.3	FRA 		Arbogast, Thierry 	Hache, Jo?lle 	
Riding High 		1943	Marshall, George 	13.1	USA 		Struss, K. & Hallenb 	Stone, LeRoy 	PAR
Riding High 		1950	Capra, Frank 	7.2	USA 		Barnes, G & Laszlo,E 	Hornbeck, William 	
Riding in Cars with Boys 		2001	Marshall, Penny 	4.1	USA 		Ondricek, Miroslav 	Marks, R. & Jordan, 	COl
Riding Shotgun 		1954	De Toth, André 	6.13	USA 		Glennon, Bert 	Fehr, Rudi 	WAR
Rien que les Heures 		1926	Cavalcanti, Alberto 	7	FRA 		Rogers, James E. 	Cavalcanti, Alberto 	
Rien sur Robert 		1999	Bonitzer, Pascal 	8.8	FRA 		Pollock, Christophe 	Koch, Suzanne 	
Riff-Raff 		1947	Tetzlaff, Ted 	10.1	USA 		Diskant, George E. 	Martin, Philip 	RKO
Riff-Raff 		1991	Loach, Ken 	11.18	BRI 		Ackroyd, Barry 	Morris, Jonathan 	CH4
Right At Your Door 		2005	Gorak, Chris 	2.6	USA 		Richmond, Tom 	Verner, Jeffrey 	
Right Stuff, The 		1983	Kaufman, Philip 	4.3	USA 		Deschanel, Caleb 	Farr, Fruchtman, Rot 	
Right Temptation, The 		2000	Chubbuck, Lyndon 	4.3	USA 		Goldstein, Eric 	Maddox, Lawrence 	
Rimase uno solo e fu la morte per tutti 	Brother Outlaw 	1971	Mulargia, Edoardo 	6.25	ITA 	s 	Modica, Antonio 	Alabiso, Enzo 	
Ring of Bright Water 		1969	Couffer, Jack 	6.37	BRI 		Suschitzsky, Wolfgan 	Mills, Reginald 	
Ring Two, The 		2004	Nakata Hideo 	4.83	USA 		Beristain, Gabriel 	Knue, Michael N. 	DWK
Ring, The 		1928	Hitchcock, Alfred 	6.5	BRI 		Cox, Jack 		
Ring, The 		2002	Verbinski, Gore 	4.4	USA 		Bazelli, Bojan 	Wood, Craig 	
Ringer, The 		1952	Hamilton, Guy 	6.5	BRI 				
Ringer, The 		2005	Blaustein, Barry W. 	4.37	USA 	s 	Irwin, Mark 	Folsey, Jr., George 	
Ringmaster 		1998	Abramson, Neil 	4	USA 		Lyster, Russell 	Hines, Suzanne 	
Rings on Her Fingers 		1942	Mamoulian, Rouben 	11.2	USA 		Barnes, George 	McLean, Barbara 	FOX
Ringu 	Ring 	1997	Nakata, Hideo 	8.8	JAP 		Hayashi, Junichiro 		
Ringu 2 	Ring 2 	1998	Nakata, Hideo 	9.1	JAP 				
Rio Bravo 		1959	Hawks, Howard 	9	USA 				
Rio Grande 		1950	Ford, John 	7.66	USA 		Glennon, Bert 	Maurray, Jack 	REP
Rio Lobo 		1970	Hawks, Howard 	5.27	USA 		Clothier, William H. 	Woodcock, John 	
Riot in Cell Block 11 		1954	Siegel, Don 	6.37	USA 		Harlan, Russell 	Peirce, Bruce B. 	AA
Ripley's Game 		2002	Cavani, Lilliana 	7.43			Contini, Alfio 	Harris, Jon 	
Riptide 		1934	Goulding, Edmund 	16	USA 		June, Ray 	Booth, Margaret 	MGM
Rise of the Planet of the Apes 		2011	Wyatt, Rupert 	3.3	USA 	s 	Lesnie, Andrew 	Buff, Conrad & Goldblatt, Mark 	
Rising Damp 		1980	McGrath, Joe 	8.35	BRI 		Watts, Frank 	Weatherly, Peter 	
Rising Sun 		1993	Kaufman, Philip 	5.77	USA 		Chapman, Michael 	Rotter, S. & Scharf, W. 	FOX
Risky Business 		1983	Brickman, Paul 	7.86	USA 		Villalobos & Surtees 	Chew, Richard 	
Rita, Sue, and Bob Too 		1987	Clarke, Alan 	10.38	BRI 		Strasburg, Ivan 	Singleton, Stephen 	
Rites of Passge 		1999	Salva, Victor 	4.6	USA 		Fauntleroy, Don E. 		
Ritos Sexuales del Diablo, los 	Black Candles 	1980	Larraz, Jose Ramon 	7.7	SPA 		Clarke, Alan 	Wallmann, Harold 	
Ritual of Evil 		1969	Day, Robert 	7.5	BRI 				
Ritz, The 		1976	Lester, Richard 	5.9	USA 		Wilson, Paul 	Bloom, John 	WAR
River of Grass 		1994	Reichart, Kelly 	9.95	USA 		Denault, Jim 	Fessenden, Larry 	
River of No Return 		1954	Preminger, Otto 	20.4	USA 	s 	LaShelle, Joseph 	Loeffler, Louis 	
River Rat, The 		1984	Rickman, Tom 	8.8	USA 				
River Runs Thought It, A 		1992	Redford, Robert 	4.91	USA 		Rousselot, Phillippe 	Klingman & Estrin 	
River Wild, The 		1994	Hanson, Curtis 	3.82	USA 	s 	Elswit, Robert 	Hutshing & Brenner 	UNI
River, The 		1951	Renoir, Jean 	8.16	USA 		Renoir, Claude 	Gale, George 	
River, The 		1984	Rydell, Mark 	7.16	USA 		Zsigmond, Vilmos 	Levin, Sidney 	UNI
River's Edge, The 		1957	Dwan, Allan 	9.1	USA 	s 	Lipstein, Harold 	Leicester, James 	
Rivolta dei gladiatori, la 	Warrior and the Slave Girl, The 	1958	Cottafavi, Vittorio 	9.11		s 	Pacheco, Mario 	Pe?a, Julio 	
Road Agent 		1941	Lamont, Charles 	6.7	USA 		Ash, Jerome 	Gross, Frank 	UNI
Road Games 		1981	Franklin, Richard 	6	AUS 		Monton, Vincent 	McQueen-Mason, Edwar 	
Road House 		1989	Herrington, Rowdy 	4.6	USA 	s 	Cundey, Dean 	Urioste, F. & Link,J 	UA
Road to Bali, The 		1953	Walker, H. 	9	USA 				
Road to Denver, The 		1955	Kane, Joseph 	7.7	USA 		Lanning, Reggie 	Van Enger, Richard L 	REP
Road to Perdition 		2002	Mendes, Sam 	6	USA 	s 	Hall, Conrad L. 	Bilcock, Jill 	DWK
Road to Rio 		1947	McLeod, Norman Z. 	11.28	USA 		Laszlo, Ernest 	Hoagland, Ellsworth 	PAR
Road to Wellville, The 		1994	Parker, Alan 	4.23	USA 		Biziou, Peter 	Hambling, Gerry 	
Road to Yesterday, The 		1925	DeMille, Cecil B. 	6.5	USA 		Marley, J. Peverell 	Bauchens, Anne 	PDC
Road Trip 		2000	Phillips, Todd 	5.1	USA 		Irwin, Mark 	Kashn, Sheldon 	DWK
Road, The 		2009	Hillcoat, Jeff 	5.62	USA 	s 	Aguirresarobe, Javier 	Gregory, Jon 	
Roadblock 		1951	Daniels, Harold 	10.5	USA 		Musuraca, Nicholas 	Golden, Robert 	RKO
Roadflower 		1994	Sarafian, Deran 	4.1	USA 		Carter, James L. 	Prior, Peck 	
Roadhouse 66 		1984	Robinson, John Mark 	4.4	USA 		Ackerman, Thomas 	Cassidy, Jay Lash 	
Roadhouse, Murder, The 		1932	Ruben, J. Walter 	8.9	USA 		Hunt, J. Roy 	Kitchin, Jack 	RKO
Roadie 		1980	Rudolph, Alan 	5.1	USA 		Myers, David 	Littleton, C & Walls 	
Roadkill 		1989	MacDonald, Bruce 	8.8	CAN 		Baszak, Miroslav 	Munn, Mike 	
Roadkill 		2001	Dahl, John 	3.22	USA 		Jur, Jeffrey 	Beason, Chestnut, et 	REG
Rob Roy 		1995	Caton-Jones, Michael 	5.36	BRI 		Lindenlaub, Karl Walter 	Honess, Peter 	
Robbery 		1967	Yates, Peter 	7.8	BRI 		Slocombe, Douglas 	Beck, Reginald 	
Robbery Under Arms 		1957	Lee, Jack 	6.99	BRI 		Waxman, Harry 	del Campo, Manuel 	RAN
Robe, The 		1953	Levin, Henry 	18	USA 	s 			
Robert Koch 		1939	Steinhoff, Hans 	23	GER 				
Roberto Succo 		2000	Kahn, Cédric 	14	FRA 		Marti, Pascal 	Dedet, Yann 	
Robin and Marian 		1976	Lester, Richard 	5.15	BRI 		Watkin, David 	Smith, John Victor 	
Robin and the Seven Hoods 		1964	Douglas, Gordon 	12.4	USA 	s 	Daniels, William H. 	O'Steen, Sam 	
Robin Hood 		1990	Irvin, John 	4.6	BRI 		Lehel, Jason 	Tanner, Peter 	WOR
Robin Hood 		2010	Scott, Ridley 	2.98		s 	Mathieson, John 	Scalia, Pietro 	
Robin Hood: Men in Tights 		1993	Brooks, Mel 	5.25	USA 		O'Shea, Michael D. 	Rivkin, Stephen E. 	
Robin Hood: Prince of Thieves 		1991	Reynolds, Kevin 	3.26	USA 		Milsome, Douglas 	Boyle, Peter 	
Robocop 		1987	Verhoeven, Paul 	3.4	USA 		Vacano, Jost 	Urioste, Frank 	ORI
Robocop 2 		1990	Kershner, Irvin 	3.95	USA 		Irwin, Mark 	Minasian, Smith, Zeitman 	ORI
RoboCop 3 		1993	Dekker, Fred 	3.09	USA 		Kibbe, Gary B. 	Lovitt, Bert 	
Rocco e suoi fratelli 		1960	Visconti, Luchino 	14.7	ITA 		Rotunno, Giuseppe 	Serandrei, Mario 	
Rock Around The Clock 		1956	Sears, Fred 	9.5	USA 				
Rock Star 		2001	Herek, Stephen 	4.4	USA 		Steiger, Ueli 	Ship, Trudy 	WAR
Rock, Rock, Rock! 		1956	Price, Will 	10.3	USA 				
Rock, The 		1996	Bay, Michael 	2.5	USA 		Schwartzman, John 	Francis-Bruce, R. 	
Rocker, The 		2008	Cattaneo, Peter 	3.64	USA 		Richmond, Anthony B. 	Folsey, Jr. George, Wilhie, Brad, Kaplan, Charles 	
Rockers 		1979	Bafaloukos, Theodoros 	15.9	USA 		Sova, Peter 	Steinberg, Susan 	
Rocketeer 		1991	Johnston, Joe 	3.69	USA 		Narita, Hiro 	Schmidt, Arthur 	DIS
Rocketman 		1997	Gillard, Stuart 	3.8	USA 		Poster, Steven 		DIS
Rocking Horse Winner, The 		1949	Pelissier, Anthony 	9.1	BRI 		Dickinson, Desmond 	Seabourne, John 	2CI
Rocky 		1976	Avildsen, John G. 	8.41	USA 		Crabe, James 	Halsey, Richard 	
Rocky Balboa 		2006	Stallone, Sylvester 	2.79	USA 		Mathis, Clark 	Albertson, Sean 	
Rocky Horror Picture Show, The 		1975	Sharman, Jim 	5.67	BRI 		Suschitsky, Peter 	Clifford, Graeme 	
Rocky II 		1979	Stallone, Sylvester 	5.78	USA 		Butler, Bill 	Greene, D. & Allen S. 	
Rocky III 		1982	Stallone, Sylvester 	4.41	USA 		Butler, Bill 	Zimmerman, D. & Warner, M. 	
Rocky IV 		1985	Stallone, Sylvester 	2.29	USA 		Butler, Bill 	Zimmerman & Wheeler 	
Rocky V 		1990	Avildsen, John G. 	3.83	USA 		Poster, Steven 	Avildsen & Knue 	UA
Roger Dodger 		2002	Kidd, Dylan 	5.63	USA 		Baca-Asay, Joaquin 	Keir, Andy 	
Rogers and Hammerstein's Cinderella 	Cinderella 	1997	Iscove, Robert 	6	USA 	t 	Bode, Ralf 	Rohrs, C. & Swerling 	
Rogue 		2007	McLean, Greg 	3.31			Gibson, Will 	Ballantine, Jason 	
Rogue Trader 		1998	Dearden, James 	6.2	BRI 		Robin, Jean-Francois 	Creed, Catherine 	
Rogues of Sherwood Forest 		1950	Douglas, Gordon 	7.5	USA 		Lawton, Charles 	Havlick, Gene 	COL
Roi de Coeur, Le 	King of Hearts 	1966	Broca, Philipe de 	6.5	FRA 	s 	Lhomme, Pierre 	Javet, Francoise 	
Roi de Paris, le 		1994	Maillet, Dominic 	11.4	FRA 				
Rois et reine 	Kings and Queen 	2004	Desplechin, Arnaud 	4.65	FRA 		Gautier, Eric 	Briaud, Laurence 	
Role Models 		2008	Wain, David 	2.98			Alsobrook, Russ T. 	Kissack, Eric 	
Rollerball 		1975	Jewison, Norman 	4.97	BRI 		Slocombe, Douglas 	Gibbs, Antony 	
Rollover 		1981	Pakula, Alan J. 	8.3	USA 		Rotunno, Giuseppe 	Lottman, Evan 	ORI
Roma - Citta apperta 	Rome - Open City 	1946	Rossellini, Roberto 	8.9	ITA 				
Roman d'un Tricheur 		1936	Guitry, Sacha 	8	FRA 				
Roman Holiday 		1953	Wyler, William 	7.73	USA 		Planer, Frank & Alekan, Henri 	Swink, Robert 	PAR
Roman Scandals 		1933	Tuttle, Frank 	6.7	USA 		Toland, Gregg 	Heisler, Stuart 	GOL
Roman Spring of Mrs. Stone, The 		1961	Quintero, Jose 	12	USA 		Waxman, Harry 	Kemplen, Ralph 	7AR
Romance & Cigarettes 		2004	Turturro, John 	6.03	USA 		Stern, Tom 	Hubley, Ray 	
Romance of the Redwoods 		1917	DeMille, Cecil B. 	10	USA 		Wyckoff, Alvin 	De Mille, Cecil 	PAR
Romancing the Stone 		1984	Zemeckis, Robert 	4.86	USA 	s 	Cundey, Dean 	Cambern, Donn 	FOX
Romanoff and Juliet 		1961	Ustinov, Peter 	10.2			Krasker, Robert 	Lucidi, Renzo 	
Rome Express 		1932	Forde, Walter 	11	BRI 		Krampf, Gunther 	Smith, F.& Dalrymple 	GBP
Romeo and Juliet 		1968	Zeffirelli, Franco 	7.2			De Santis, Pasqualin 	Mills, Reginald 	
Romeo is Bleeding 		1992	Medak, Peter 	7.1	USA 		Wolski, Darius 	Murch, Walter 	
Romeo Must Die 		2000	Bartkowiak, Andrzej 	3.4	USA 		Macpherson, Glen 	Brechlin, Derek G. 	WAR
Romper Stomper 		1992	Wright, Geoffrey 	4.6	AUS 		Hagen, Ron 	Murphy, Bill 	
Romy and Michele's High School Reunion 		1997	Mirkin, David 	5.6	USA 		Villalobos, Reynaldo 	Finfer, David 	TOU
Ronde, La 		1950	Ophuls, Max 	18	FRA 				
Ronin 		1998	Frankenheimer, John 	3.6	USA 	s 	Fraisse, Robert 	Gibbs, Tony 	
Rookie of the Year 		1993	Stern, Daniel 	2.9	USA 		Green, Jack N. 	Cambern & Gosnell 	
Rookie, The 		1990	Eastwood, Clint 	4.38	USA 		Green, Jack N. 	Cox, Joel 	WAR
Rookie, The 		2002	Hancock, John Lee 	3.46	USA 		Schwartzman, John 	Beason, Eric L. 	DIS
Room and a Half 		2009	Krhzhanovsky, Andrey 	7.23	RUS 		Brylyakov, Vladimir 	Grigorenko, Vladimir & Malachov, Igor 	
Room for Romeo Brass, A 		1999	Meadows, Shane 	7.5	BRI 		Rowe, Ashley 	Tothill, Paul 	BBC
Room Service 		1938	Seiter, William A. 	12.22	USA 		Hunt, J. Roy 	Cror, George 	RKO
Room to Rent 		2000	El Hagar, Khaled 	5.7			Winding, Romain 	Richards, John 	
Room With a View, A 		1985	Ivory, James 	6.82	BRI 		Pierce-Roberts, Tony 	Dixon, Humphrey 	
Roommates 		1995	Yates, Peter 	5.3	USA 		Southon, Mike 	Tintori, John 	
Rooster Cogburn 		1975	Millar, Stuart 	5.4	USA 	s 	Stradling, Harry 	Swink, Robert 	
Rope 		1948	Hitchcock, Alfred 	1000	USA 		Valentine & Skall 	Ziegler, W. 	
Rose Marie 		1936	Van Dyke, W.S. 	7	USA 		Daniels, William 	Sewell, Blanche 	MGM
Rose Marie 		1954	LeRoy, Mervyn 	12	USA 	s 			
Rose of Cimarron 		1952	Keller, Harry 	6.56	USA 		Struss, Karl 	Roberts, Arthur 	
Rose Tattoo, The 		1955	Mann, Daniel 	16	USA 				
Roseanna McCoy 		1949	Reis, Irving 	9.8	USA 		Garmes, Lee 	Mandell, Daniel 	GOL
Roseanna's Grave 		1996	Weiland, Paul 	5.8			Braham, Henry 	Walsh, Martin 	SPE
Roseaux sauvages, les 	Wild Reeds, The 	1994	Téchiné, André 	10.9	FRA 				
Roselyne et les Lions 		1989	Beineix, Jean-Jacques 	6.3	FRA 		Robin, Jean-Francois 	Castro-Bréchignac, M 	GAU
Rosemary's Baby 		1968	Polanski, Roman 	14.66	USA 		Fraker, William 	O'Steen, S. & Wyman, B. 	PAR
Rosengarten, der 	Rose Garden, The 	1989	Rademakers, Fons 	9.5			Roll, Gernot 	Linthorst, Kees 	
Rosenkrantz and Guildenstern are Dead 		1990	Stoppard, Tom 	4.31			Biziou, Peter 	Gaster, Nicolas 	
Rosetta 		1999	Dardenne, Jean-Paul & Luc 	38.9	FRA 		Marcoen, Alain 	Dozo, Marie-Helene 	
Rosewood 		1997	Singleton, John 	5.4	USA 	s 	Jensen, Johnny E. 	Cannon, Bruce 	
Rosie Dixon: Night Nurse 		1978	Cartwright, Justin 	6.6	BRI 		Thomson, Alex 	Foot, Geoffrey 	COL
Rotation 		1949	Staudte, Wolfgang 	16.5	GER 		Mondi, Bruno 	Seng, Lilian 	
Roughshod 		1949	Robson, Mark 	6.9	USA 		Biroc, Joseph E. 	Fay, Marston 	RKO
Round Ireland With a Fridge 		2010	Bye, Ed 	4.02	BRI 		Sorapure, John 	Wybourn, Mark 	
Round Midnight,' 		1986	Tavernier, Bertrand 	12.1			De Keyzer, Bruno 		
Rounders 		1998	Dahl, John 	5.4	USA 		Escoffier, Jean Yves 	Chestnut, Scott 	MMX
Rounders, The 		1965	Kennedy, Burt 	6.5	USA 				
Roundup 		1941	Selander, Lesley 	9.9	USA 		Harlan, Russell 	Rose, S. & Lewis, C. 	PAR
Round-up, The 		1920	Melford, George 	5.5	USA 				
Roxanne 		1987	Schepisi, Fred 	7.54	USA 		Baker, Ian 	Scott, John 	
Roxie Hart 		1942	Wellman, William 	6.5	USA 				
Royal Family, The 		1915	Frohman, Charles 	7.2	USA 				COL
Royal Tenenbaums, The 		2001	Anderson, Wes 	6.9	USA 	s 	Yeoman, Robert 	Tichenor, Dylan 	TOU
Royal Wedding 		1951	Donen, Stanley 	31	USA 				
R-Point 		2004	Kong Su-Chang 	6.19	KOR 		Seok Hyeong-Jing 	Nam Na-Yeong 	
Ruby and Rata 		1990	Preston, Gaylene 	7.4	NZE 		Narbey, Leon 	Sutorious, Paul 	
Rude Awakening 		1989	Russo, Aaron & Greenwalt, 	6.84			Sigel, Thomas 	Fried, Paul 	
Rude Boy 		1980	Hazan, J. & Mingay, D. 	9	BRI 		Hazan, Jack 	Mingay, D. & Goddard 	
Rudy 		1993	Anspaugh, David 	5.6	USA 		Wood, Oliver 	Rosenbloom, David 	
Ruins, The 		2008	Smith, Carter 	4.01		s 	Khondji, Darius 	Betancourt, Jeff 	
Rules of Attraction 		2002	Avary, Roger 	4.53			Brinkmann, Robert 	Rutter, Sharon 	LGA
Rules of Engagement 		2000	Friedkin, William 	6.1	USA 	s 	Pecorini, N & Fraker 	Hess, Augie 	PAR
Rules of Obsession 		1994	King, Rick 	6.3	USA 		Ryan, Paul 	Lloyd, David H. 	
Ruling Class, The 		1972	Medak, Peter 	8.5	BRI 		Hodges, Ken 	Lovejoy, Ray 	
Rum Diary, The 		2011	Robinson, Bruce 	5.39	USA 		Wolski, Dariusz 	Littleton, Carol 	
Rumble Fish 		1983	Coppola, Francis 	6.9	USA 		Burum, Stephen H. 	Malik, Barry 	
Rumble in the Bronx 		1996	Tong, Stanley 	2.86	USA 		Ma, Jingle 	Duthie, M. & Cheung, P. 	NLI
Rumor Has It… 		2005	Reiner, Rob 	5.24			Deming, Peter 	Leighton, Robert 	WVR
Rumpelstiltskin 		1995	Jones, Mark 	4.2	USA 				
Run 		1991	Burrowes, Geoff 	3	USA 		Surtees, B & Spencer 	Hofstra & Rivkin 	HOL
Run Fatboy Run 		2007	Schwimmer, David 	2.94	BRI 	s 	Greatrex, Richard 	Parker, Michael 	
Run for the Sun 		1956	Boulting, Roy 	7.3	USA 		LaShelle, Joseph 	Knudtson, Frederic 	
Run for Your Money, A 		1949	Frend, Charles 	8.2	BRI 		Slocombe, Douglas 	Truman, Michael 	EAL
Run of the Arrow 		1957	Fuller, Samuel 	10.68	USA 		Biroc, Joseph 	Fowler, Gene 	RKO
Run of the Country, The 		1995	Yates, Peter 	6.4	IRE 	s 	Southon, Mike 	Hodgson, Paul 	CRO
Run Silent, Run Deep 		1956	Wise, Robert 	5.84	USA 		Harlan, Russell 		
Runaway 		1984	Crichton, Michael 	5.2	USA 		Alonzo, John A. 	Farr, Glen 	
Runaway Bride 		1999	Marshall, Garry 	4.6	USA 		Dryburgh, Stuart 	Green, Bruce 	
Runaway Jury 		2003	Fleder, Gary 	2.31	USA 		Elswit, Robert 	Steinkamp, William 	
Runaway Train 		1985	Konchalovsky, Andrei 	5.07			Hume, Alan 	Richardson, Henry 	CAN
Runaways, The 		2010	Sigismondi, Floria 	5.78	USA 		Debie, Bendit 	Chew, Richard 	
Rund um eine Million 		1933	Neufeld, Max 	18	GER 				EUR
Rundown, The 	Welcome to the Jungle 	2003	Berg, Peter 	1.97	USA 		Shliessler, Tobias A 	Pearson, Richard 	
Rundskop 	Bullhead 	2011	Roskam, Michael R. 	5.99		s 	Karakatsanis, Nicolas 	Dessauvage, Alain 	
Running Man, The 		1963	Reed, Carol 	7.7	BRI 		Krasker, Robert 	Bates, Bert 	COL
Running Man, The 		1987	Glaser, Paul Michael 	2.59	USA 		Del Ruth, Thomas 	Warner, Mark R. & 	
Running Scared 		1986	Hyams, Peter 	4.13	USA 	s 	Hyams, Peter 	Mitchell, James 	MGM
Running Scared 		2005	Kramer, Wayne 	3.77	USA 		Whitaker, James 	Coburn, Arthur 	
Running Wild 	Born Wild 	1992	McLachlan, Duncan 	4.2			Fouche, Justin 		
Runway 		2010	Masud, Tareque 	7.11			Munier, Mishuk 	Masud, Catherine 	
Rush Hour 		1998	Ratner, Brett 	3.2	USA 		Greenberg, Adam 	Helfrich, Mark 	NLI
Rush Hour 2 		2000	Ratner, Brett 	3.4	USA 		Leonetti, Matthew F. 	Helfrich, Mark 	
Rush Hour 3 		2007	Ratner, Brett 	2.53		s 	Muro, J. Michael 	Zimmerman, Don & Dean, Helfrich, Mark 	
Rushmore 		1998	Anderson, Wes 	6.4	USA 	s 	Yeoman, Robert 	Mortiz, David 	TOU
Russia House, The 		1990	Schepisi, Fred 	7.94	FRA 		Baker, Ian 	Honess, Peter 	PAT
Russians are Coming, The Russians are Comi 		1966	Jewison, Norman 	6.4	USA 	s 	Biroc, Joseph 	Ashby, H. & Williams 	MIR
Russkies 		1987	Rosenthal, Rick 	4.3	USA 		Smoot, Reed 	Gibbs, Antony 	
Ruthless People 		1986	Abrahams, J & Zucker, J&D 	5.48	USA 		De Bont, Jan 	Schmidt, Arthur 	TOU
RV 		2006	Sonnenfeld, Barry 	3.69			Murphy, Fred 	Tent, Kevin 	
Ryan's Daughter 		1970	Lean, David 	8.7	BRI 	s 	Young, Freddie 	Savage, Norman 	MGM
Rynox 		1931	Powell, Michael 	12.3	BRI 		Faithfull, Geoffrey 		IDE
Rythm Thief 		1994	Harrison, Matthew 	17.1	USA 		Krupa, Howard 	Harrison, Matthew 	
S Club: Seeing Double 		2003	Dick, Nigel 	2.84			Benet, Joan 	Henson, Mark 	COL
S.F.W. 		1994	Levy, Jefery 	6.7	USA 		Deming, Peter 	Zukerman, Lauren 	
S.O.S. Pacific 		1959	Green, Guy 	5.38	BRI 		Cooper, Wilkie 	Stevens, Arthur 	
S.V.D. 	Club of the Big Deed, The 	1927	Kozintsev & Trauberg 	4.5	RUS 				
S1m¨ne 	Simone 	2002	Niccol, Andrew 	4.41	USA 		Lachman, Edward 	Rubell, Paul 	NLI
Saajan 	Beloved 	1991	D'Souza, Lawrence 	7.7	IND 		D'Souza, Lawrence 	Rirajendran 	
Saaz 		1997	Paranjpye, Sai 	10.7	IND 		Bhaskar, G. & Kanal, 	Makkad, Om Prakash 	
Sabotage 		1937	Hitchcock, Alfred 	7.5	BRI 		Knowles, Bernard 	Frend, Charles 	
Saboteur 		1942	Hitchcock, Alfred 	7	USA 		Valentine, Joseph 	Ludwig, Otto 	
Sabrina 		1954	Wilder, Billy 	15.28	USA 		Lang, Jr., Charles 	Schmidt, Arthur 	PAR
Sabrina 		1995	Pollack, Sydney 	4.8	USA 		Rotunno, Giuseppe 	Steinkamp, Frederic 	
Sabu and the Magic Ring 		1958	Blair, George 	9.3	USA 		Neumann, Harry 	Austin, William 	AA
Sacrifice 		2000	Lester. Mark L. 	3.1	USA 	t 	Steadman, Bob 	Roth, Christopher 	
Sad Horse, The 		1959	Clark, James B. 	8.6	USA 	s 	Struss, Karl 	Meyer, Richard C. 	FOX
Saddest Music in the World, The 		2003	Maddin, Guy 	2.9	CAN 		Montpellier, Luc 	Wharnsby, David 	
Saddle the Wind 		1958	Parrish, Robert 	6.12	USA 	s 	Folsey, George 	McSweeney, John 	MGM
Saddle Tramp 		1950	Fregonese, Hugo 	7.6	USA 		Boyle, Charles P. 	Gross, Frank 	UNI
Sadgati 		1981	Ray, Satyajit 	8.3	IND 		Roy, Soumendu 	Bose, Kashinath 	
Sadie McKee 		1934	Brown, Clarence 	13.4	USA 		Marsh, Oliver 	Wynn, Hugh 	MGM
Safar e Ghandehar 	Kandahar 	2001	Makhmalbaf, Mohsen 	12.9			Ghafouri, Ebrahim 	Makhmalbaf, Mohsen 	
Safari 		1956	Young, Terence 	4.86	BRI 	s 	Wilcox, John 	Osbiston, Alan 	WWK
Safe 		1995	Haynes, Todd 	14.3	USA 				
Safe 		2011	Yakin, Boaz 	3.27	USA 	s 	Czapsky, Sefan 	Thoraval, Frederic 	
Safe in Hell 		1931	Wellman, William 	7.5	USA 		Hickox, Sid 		WB
Safe Passage 		1994	Ackerman, Robert Allen 	5.6	USA 		Bode, Ralf 	Shaine, Rick 	NLI
Safety of Objects, The 		2001	Troche, Rose 	5.09	USA 		Chediak, Enrique 	Peroni, Geraldine 	
Saga of Hemp Brown, The 		1958	Carlson, Richard 	8	USA 	s 	Lathrop, Philip 	Martinelli, Tony 	UNI
Sahara 		2005	Eisner, Breck 	2.38	USA 		McGarvey, Seamus 	McRitchie, Andrew 	
Sailor be Good 		1933	Cruze, James 	13.5	USA 		Schoenbaum, Charles 	Lawrence, Viola 	RKO
Sailor Beware! 		1956	Parry, G. 	6.5	BRI 				
Sailor From Gibraltar, The 		1966	Richardson, Tony 	7.5	BRI 		Coutard, Raoul 	Blunden, William 	WOO
Sailor of the King 	Single-Handed 	1953	Boulting, Roy 	6.51	BRI 		Taylor, Gilbert 	Osbiston, Alan 	FOX
Sailor's Tattoo, A 	Cyberbandits 	1995	Fleming, Erik 	4.5	USA 		Maloney, Denis 	Ross, Rebecca 	
Sailors Three 		1940	Forde, Walter 	6.5	BRI 		Krampf, Gunther 	Pitt, Ray 	EAL
Saint in London, The 		1939	Carstairs, John Paddy 	9.2	BRI 		Friese-Greene, Claud 	Robertson, Douglas 	RKO
Saint in New York, The 		1938	Homes, Ben 	7.6	USA 		August, J. & Redman, 	Merker, Harry 	RKO
Saint in Palm Springs, The 		1941	Hively, Jack 	7.69	USA 		Wild, Harry J. 	Hively, George 	RKO
Saint Jack 		1979	Bogdanovich, Peter 	11.6	USA 		Müller, Robby 	Carruth, William 	NWO
